Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
0220906:Conservação de florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;7;0;0;0;0;0;0;0;1;6;108
0220999:Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;0;0;0;0;0;0;181;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184
0230600:Atividades de apoio à produção florestal;0;0;0;149;18;24;860;24;1;4;0;161;49;8;4;5;41;59;0;23;0;2;2;14;102;0;7;80;1;1;0;52;0;0;10;0;0;1;5;0;0;0;2;25;8;55;1;95;0;0;0;1;1894
0311604:Atividades de apoio à pesca em água salgada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4
0312401:Pesca de peixes em água doce;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;4;0;0;0;0;2;5;0;0;0;0;4;1;0;0;6;0;0;0;0;0;0;1;0;0;0;8;0;12;0;0;0;0;1;2;0;52
0312402:Pesca de crustáceos e moluscos em água doce;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0312404:Atividades de apoio à pesca em água doce;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;2;0;0;1;0;0;0;5;19
0321301:Criação de peixes em água salgada e salobra;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;4
0321305:Atividades de apoio à aqüicultura em água salgada e salobra;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;7
0321399:Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;1;0;0;0;0;6
0322101:Criação de peixes em água doce;11;0;0;51;0;14;0;0;4;27;2;0;7;0;12;0;109;2;0;0;2;0;0;3;0;38;2;139;1;2;1;12;0;2;0;0;35;4;0;10;4;1;35;0;25;3;1;6;0;2;10;14;591
0322104:Criação de peixes ornamentais em água doce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3
0322105:Ranicultura;0;0;59;0;0;0;0;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195
0322106:Criação de jacaré;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
0322107:Atividades de apoio à aqüicultura em água doce;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;3;0;0;0;0;0;5;0;3;5;0;0;0;0;0;0;23
0322199:Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;2;0;1;0;0;0;0;0;0;18;34
0500301:Extração de carvão mineral;2;0;0;3;0;17;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;2;0;0;0;2;0;0;0;40
0500302:Beneficiamento de carvão mineral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0600001:Extração de petróleo e gás natural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;84
0600002:Extração e beneficiamento de xisto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;8
0600003:Extração e beneficiamento de areias betuminosas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0710301:Extração de minério de ferro;1428;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;19;6;0;6;0;0;0;0;0;0;0;1478
0710302:Pelotização, sinterização e outros beneficiamentos de minério de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
0723501:Extração de minério de manganês;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49
0723502:Beneficiamento de minério de manganês;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0724301:Extração de minério de metais preciosos;0;0;0;0;0;0;0;0;0;0;0;8;10;21;0;0;0;0;0;0;335;0;511;0;0;0;8;562;246;0;0;0;0;1075;0;0;14;0;0;0;0;0;25;0;40;0;0;0;0;0;0;7;2862
0724302:Beneficiamento de minério de metais preciosos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89
0729403:Extração de minério de níquel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;940;0;0;0;10;0;0;0;0;0;0;0;0;0;950
0729404:Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;497;0;0;0;0;0;0;0;0;0;0;0;0;0;497
0729405:Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;1491
0810001:Extração de ardósia e beneficiamento associado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
0810002:Extração de granito e beneficiamento associado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;5;13;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;28
0810003:Extração de mármore e beneficiamento associado;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;23
0810004:Extração de calcário e dolomita e beneficiamento associado;8;34;0;0;0;0;0;0;354;0;0;0;0;0;0;0;126;0;8;0;146;49;0;47;0;0;28;0;53;19;0;0;0;0;67;17;15;0;21;0;0;25;26;69;217;65;124;0;1;0;0;31;1550
0810005:Extração de gesso e caulim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5
0810006:Extração de areia, cascalho ou pedregulho e beneficiamento associado;10;33;22;87;15;26;26;0;9;17;40;19;10;40;5;5;65;22;3;21;18;18;14;15;5;1;1;147;45;0;20;59;7;2;36;2;17;5;33;34;14;23;76;4;360;20;10;64;76;34;32;87;1754
0810007:Extração de argila e beneficiamento associado;0;0;29;5;0;1;0;11;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;14;0;0;13;0;0;0;0;0;3;0;0;0;0;0;7;0;0;0;0;2;0;0;0;9;0;0;0;109
0810009:Extração de basalto e beneficiamento associado;0;0;0;73;11;0;0;0;0;2;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;132
0810099:Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;0;0;0;53;17;7;24;0;0;286;40;6;23;39;9;0;1;16;0;22;26;0;18;45;0;0;0;213;0;0;42;0;13;8;8;0;0;1;0;112;0;11;462;4;249;81;0;3;0;0;25;4;1868
0891600:Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;20;0;0;0;0;68;0;0;55;19;0;2;4;0;8;0;0;0;3;0;0;0;0;0;15;0;58;1;147;0;0;277;0;0;757
0893200:Extração de gemas (pedras preciosas e semipreciosas);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;5;0;0;0;0;0;0;0;30
0899102:Extração de quartzo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0;0;12
0899103:Extração de amianto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;652;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;653
0899199:Extração de outros minerais não-metálicos não especificados anteriormente;0;0;5;0;0;0;0;0;77;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;2;3;15;0;0;0;0;0;0;0;0;0;10;0;0;11;133;17;0;45;41;76;47;17;0;0;55;657
0910600:Atividades de apoio à extração de petróleo e gás natural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25
0990401:Atividades de apoio à extração de minério de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;9;0;0;0;0;0;0;0;0;3;15
0990402:Atividades de apoio à extração de minerais metálicos não-ferrosos;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;16;0;0;0;24;0;1;0;0;0;0;0;0;0;135
0990403:Atividades de apoio à extração de minerais não-metálicos;0;0;0;0;0;0;33;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;31;1;0;0;0;49;45;42;0;0;0;0;1;230
1011201:Frigorífico - abate de bovinos;122;561;467;4267;591;1082;57;3217;174;963;1632;511;836;2632;1285;714;2;1220;1062;421;254;1518;1003;2534;2830;0;0;4424;116;70;0;1340;0;1771;935;0;250;0;47;475;149;182;2795;37;868;2415;1790;91;1;9;524;400;48644
1011203:Frigorífico - abate de ovinos e caprinos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60
1011205:Matadouro - abate de reses sob contrato, exceto abate de suínos;0;0;0;2;0;0;0;5;2;45;38;5;0;0;15;0;0;0;3;7;2;0;0;0;23;0;0;0;17;0;0;0;0;11;1;0;34;0;71;0;0;66;0;0;36;33;0;43;32;2;32;0;525
1012101:Abate de aves;0;0;0;1991;0;454;4;0;0;2185;1488;0;0;1;1;0;485;9;0;0;0;3;0;872;253;1051;0;10;0;0;1;0;0;1;0;0;0;0;0;3485;0;51;116;0;14;23;1611;1345;2357;37;0;2453;20301
1012102:Abate de pequenos animais;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;4;16;28;0;0;0;0;0;0;4;0;0;3;1;0;2;0;0;0;0;3;7;0;0;32;109
1012103:Frigorífico - abate de suínos;0;0;1613;21;0;0;0;0;0;2565;0;3;0;0;0;0;7953;128;0;0;0;0;0;0;0;0;0;134;0;0;5;737;0;0;9;0;0;0;0;0;0;0;173;0;31;10082;0;3;0;0;0;567;24024
1012104:Matadouro - abate de suínos sob contrato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
1013901:Fabricação de produtos de carne;0;0;0;280;1;0;0;0;0;9;6;0;4;12;0;0;15;10;0;0;1;0;0;4;0;0;0;42;0;1;0;24;0;0;3;0;73;0;18;33;0;5;457;0;27;7;0;1;209;10;124;344;1720
1013902:Preparação de subprodutos do abate;0;1;20;20;0;69;0;0;0;303;180;13;0;0;0;0;0;73;0;0;0;0;0;0;205;0;0;350;0;0;0;3;0;0;10;0;0;0;0;79;0;85;398;0;1;4;0;0;0;33;8;0;1855
1020101:Preservação de peixes, crustáceos e moluscos;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;26;29;66
1020102:Fabricação de conservas de peixes, crustáceos e moluscos;0;0;0;61;0;0;0;0;0;149;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;1;9;0;0;0;0;0;0;2;1;0;0;16;0;0;90;0;39;0;0;0;0;0;0;56;440
1031700:Fabricação de conservas de frutas;0;0;0;38;0;0;0;0;0;0;0;0;2;0;0;0;2;31;0;0;0;1;0;3;0;0;0;10;0;1;1;1;0;0;0;1;0;0;1;11;8;0;1071;0;114;0;0;1;0;1;0;25;1323
1032501:Fabricação de conservas de palmito;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;31;0;6;13;9;0;0;0;0;2;0;9;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;95
1032599:Fabricação de conservas de legumes e outros vegetais, exceto palmito;0;0;0;1;0;0;0;175;0;0;0;0;0;0;0;0;1;24;0;0;2;0;0;0;0;0;3;16;0;0;0;0;0;0;0;0;0;0;151;23;5;0;2729;0;237;0;0;477;11;0;0;61;3916
1033301:Fabricação de sucos concentrados de frutas, hortaliças e legumes;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;161;0;0;62;0;2;0;0;0;0;0;0;7;247
1033302:Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;5;0;0;0;19;0;0;0;0;0;0;0;0;0;1;13;0;0;0;0;0;0;0;0;11;58
1041400:Fabricação de óleos vegetais em bruto, exceto óleo de milho;0;0;0;57;2;0;278;0;0;228;0;0;0;0;58;0;163;0;0;0;0;0;0;234;0;0;0;270;0;315;0;712;248;0;0;0;0;2;0;698;0;0;34;0;202;1959;46;303;135;10;306;0;6260
1042200:Fabricação de óleos vegetais refinados, exceto óleo de milho;0;0;0;248;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;520;0;0;0;0;8;0;0;239;0;0;0;0;0;408;0;1244;0;0;0;0;2679
1043100:Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;134;0;0;0;4;214
1051100:Preparação do leite;0;0;1;19;0;21;0;1;1;60;81;22;4;1;0;5;0;2;0;2;14;0;23;0;16;0;0;22;1;0;10;17;0;0;0;2;23;10;122;20;10;2;13;0;16;84;12;68;36;1;7;38;787
1052000:Fabricação de laticínios;0;9;77;302;19;121;6;161;0;50;73;126;50;302;45;50;43;6;3;97;140;0;127;12;597;39;0;31;78;1;10;132;0;23;34;234;133;4;438;180;38;110;2672;3;29;810;39;869;407;793;97;39;9659
1053800:Fabricação de sorvetes e outros gelados comestíveis;21;10;6;148;16;2;22;4;4;66;3;15;33;14;6;0;17;22;0;4;5;14;5;12;2;0;0;166;15;4;0;29;0;0;2;1;6;0;86;43;18;0;1004;0;28;61;13;43;15;4;12;200;2201
1061901:Beneficiamento de arroz;0;1;2;7;0;23;26;0;4;61;8;1;29;26;11;2;77;168;5;8;29;14;1;66;4;2;1;284;1;7;0;16;0;7;2;0;0;2;3;289;0;12;1042;0;0;5;0;38;12;11;0;46;2353
1061902:Fabricação de produtos do arroz;0;0;0;16;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;33
1062700:Moagem de trigo e fabricação de derivados;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;79;0;0;458;0;1;70;0;1;0;0;0;143;842
1063500:Fabricação de farinha de mandioca e derivados;0;0;0;9;0;3;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;8;0;0;4;1;0;14;75;0;0;2;0;12;0;0;0;0;148
1064300:Fabricação de farinha de milho e derivados, exceto óleos de milho;0;0;0;8;0;0;0;0;0;3;0;0;0;0;13;0;0;0;0;0;0;0;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;12;343;0;0;67;0;6;0;0;12;10;0;0;40;526
1065101:Fabricação de amidos e féculas de vegetais;0;0;0;0;1;0;0;76;0;24;389;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;29;0;12;260;88;4;7;0;0;390;1300
1066000:Fabricação de alimentos para animais;0;20;33;519;58;15;24;23;116;444;86;36;32;108;25;20;61;66;0;17;60;108;66;70;72;8;0;672;3;186;0;480;4;25;23;16;62;0;94;717;6;36;577;0;123;219;169;205;104;36;11;340;6195
1069400:Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;0;0;6;33;0;0;0;0;0;79;50;0;0;24;75;5;125;134;0;0;28;0;0;79;0;9;0;63;6;74;0;6;5;0;0;0;0;0;4;2;29;26;181;0;10;19;0;94;5;0;0;77;1248
1071600:Fabricação de açúcar em bruto;0;0;0;0;0;0;0;0;0;5174;5900;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;18;0;0;0;298;0;0;0;0;0;0;2420;2;0;0;2;0;11;1176;0;3510;0;0;3598;0;22111
1072401:Fabricação de açúcar de cana refinado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20
1081301:Beneficiamento de café;0;0;1;0;0;0;0;0;3;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
1081302:Torrefação e moagem de café;3;8;0;48;11;36;0;0;0;15;21;11;9;1;0;4;0;14;0;0;12;14;2;22;22;0;0;158;4;1;0;18;0;0;1;0;62;0;86;252;9;13;124;0;45;21;6;33;15;6;38;488;1633
1091101:Fabricação de produtos de panificação industrial;0;13;7;369;3;4;1;8;5;38;21;4;5;2;10;1;16;9;0;2;0;0;17;1;9;0;0;808;0;1;0;95;0;1;0;0;17;0;22;212;0;9;911;1;56;96;0;36;9;27;13;375;3234
1091102:Fabricação de produtos de padaria e confeitaria com predominância de produção própria;23;13;15;273;29;4;70;9;22;43;24;4;2;0;6;5;7;13;0;4;8;4;6;1;8;7;0;129;1;0;14;17;0;4;6;10;42;7;58;349;0;28;1625;14;106;59;16;167;45;123;0;311;3731
1092900:Fabricação de biscoitos e bolachas;0;0;0;18;0;0;651;0;1;480;5;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;17;3;0;1;2;0;0;0;0;0;15;9;223;0;0;1828;0;27;14;56;38;0;6;0;226;3625
1093701:Fabricação de produtos derivados do cacau e de chocolates;0;0;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;4;0;0;86;0;1;0;1;0;0;0;0;28;140
1093702:Fabricação de frutas cristalizadas, balas e semelhantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;10;0;0;27;0;0;0;0;0;0;0;0;17;61
1094500:Fabricação de massas alimentícias;31;1;10;42;2;0;8;0;0;2;0;5;0;0;0;1;4;5;0;0;1;0;0;1;0;0;0;40;0;4;0;5;0;1;0;0;1;0;0;66;0;3;634;0;27;17;0;15;1;0;4;439;1370
1095300:Fabricação de especiarias, molhos, temperos e condimentos;0;0;0;2;0;0;0;0;0;1;0;0;2;3;0;0;11;21;0;0;0;0;0;15;0;0;0;30;49;0;0;10;0;0;8;0;6;0;2;346;0;0;352;1;549;3;3;35;0;101;0;17;1567
1096100:Fabricação de alimentos e pratos prontos;1;0;1;57;0;0;1;0;1;4;1;3;4;1;5;8;8;15;0;0;0;0;0;1;3;0;0;36;1;9;0;27;0;0;0;0;3;0;0;622;6;26;231;0;5;6;14;0;8;4;1;120;1233
1099601:Fabricação de vinagres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4
1099602:Fabricação de pós alimentícios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;239;3;0;0;0;0;0;0;0;0;68;332
1099604:Fabricação de gelo comum;0;0;5;21;0;0;8;4;0;2;0;3;0;0;1;0;14;4;0;0;1;4;0;11;1;0;0;58;5;0;0;20;0;0;0;0;5;2;4;19;1;0;127;0;14;6;0;39;0;2;0;79;460
1099605:Fabricação de produtos para infusão (chá, mate, etc.);0;0;0;0;0;0;0;0;0;15;10;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;40
1099606:Fabricação de adoçantes naturais e artificiais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;945;0;0;0;0;0;0;0;0;0;945
1099607:Fabricação de alimentos dietéticos e complementos alimentares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
1099699:Fabricação de outros produtos alimentícios não especificados anteriormente;0;0;0;343;1;2;2;1;0;22;0;5;0;0;190;0;10;0;0;2;0;0;0;0;0;0;0;332;0;14;0;23;0;0;5;0;3;0;7;737;0;20;1921;0;980;158;181;422;5;0;0;709;6095
1111901:Fabricação de aguardente de cana-de-açúcar;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;8;2;0;1;2;0;0;0;89
1111902:Fabricação de outras aguardentes e bebidas destiladas;0;0;0;4;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;1;0;0;0;0;0;0;0;0;0;79;0;0;1;0;0;0;0;0;0;0;0;0;151
1112700:Fabricação de vinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;8
1113501:Fabricação de malte, inclusive malte uísque;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;5
