Coluna;Microrregião
CNAE 2.0 Subclasse;21001:LITORAL OCIDENTAL MARANHENSE;21002:AGLOMERAÇÃO URBANA DE SÃO LUÍS;21003:ROSÁRIO;21004:LENÇOIS MARANHENSES;21005:BAIXADA MARANHENSE;21006:ITAPECURU MIRIM;21007:GURUPI-MA;21008:PINDARÉ;21009:IMPERATRIZ;21010:MÉDIO MEARIM;21011:ALTO MEARIM E GRAJAÚ;21012:PRESIDENTE DUTRA;21013:BAIXO PARNAÍBA MARANHENSE;21014:CHAPADINHA;21015:CODÓ;21016:COELHO NETO;21017:CAXIAS;21018:CHAPADAS DO ALTO ITAPECURU;21019:PORTO FRANCO;21020:GERAIS DE BALSAS;21021:CHAPADAS DAS MANGABEIRAS;22001:BAIXO PARNAÍBA PIAUIENSE;22002:LITORAL PIAUIENSE;22003:TERESINA;22004:CAMPO MAIOR;22005:MÉDIO PARNAÍBA PIAUIENSE;22006:VALENÇA DO PIAUÍ;22007:ALTO PARNAÍBA PIAUIENSE;22008:BERTOLÍNIA;22009:FLORIANO;22010:ALTO MÉDIO GURGUÉIA;22011:SÃO RAIMUNDO NONATO;22012:CHAPADAS DO EXTREMO SUL PIAUIENSE;22013:PICOS;22014:PIO IX;22015:ALTO MÉDIO CANINDÉ;23001:LITORAL DE CAMOCIM E ACARAÚ;23002:IBIAPABA;23003:COREAÚ;23004:MERUOCA;23005:SOBRAL;23006:IPU;23007:SANTA QUITÉRIA;23008:ITAPIPOCA;23009:BAIXO CURU;23010:URUBURETAMA;23011:MÉDIO CURU;23012:CANINDÉ;23013:BATURITÉ;23014:CHOROZINHO;23015:CASCAVEL-CE;23016:FORTALEZA;23017:PACAJUS;23018:SERTÃO DE CRATÉUS;23019:SERTÃO DE QUIXERAMOBIM;23020:SERTÃO DE INHAMUNS;23021:SERTÃO DE SENADOR POMPEU;23022:LITORAL DE ARACATI;23023:BAIXO JAGUARIBE;23024:MÉDIO JAGUARIBE;23025:SERRA DO PEREIRO;23026:IGUATU;23027:VÁRZEA ALEGRE;23028:LAVRAS DA MANGABEIRA;23029:CHAPADA DO ARARIPE;23030:CARIRIAÇU;23031:BARRO;23032:CARIRI;23033:BREJO SANTO;24001:MOSSORÓ;24002:CHAPADA DO APODI;24003:MÉDIO OESTE;24004:VALE DO AÇU;24005:SERRA DE SÃO MIGUEL;24006:PAU DOS FERROS;24007:UMARIZAL;24008:MACAU;24009:ANGICOS;24010:SERRA DE SANTANA;24011:SERIDÓ OCIDENTAL;24012:SERIDÓ ORIENTAL;24013:BAIXA VERDE;24014:BORBOREMA POTIGUAR;24015:AGRESTE POTIGUAR;24016:LITORAL NORDESTE;24017:MACAÍBA;24018:NATAL;24019:LITORAL SUL-RN;25001:CATOLÉ DO ROCHA;25002:CAJAZEIRAS;25003:SOUSA;25004:PATOS;25005:PIANCÓ;25006:ITAPORANGA;25007:SERRA DO TEIXEIRA;25008:SERIDÓ OCIDENTAL PARAIBANO;25009:SERIDÓ ORIENTAL PARAIBANO;25010:CARIRI OCIDENTAL;25011:CARIRI ORIENTAL;25012:CURIMATAÚ OCIDENTAL;25013:CURIMATAÚ ORIENTAL;25014:ESPERANÇA;25015:BREJO PARAIBANO;25016:GUARABIRA;25017:CAMPINA GRANDE;25018:ITABAIANA;25019:UMBUZEIRO;25020:LITORAL NORTE;25021:SAPÉ;25022:JOÃO PESSOA;25023:LITORAL SUL-PB;26001:ARARIPINA;26002:SALGUEIRO;26003:PAJEÚ;26004:SERTÃO DO MOXOTÓ;26005:PETROLINA;26006:ITAPARICA;26007:VALE DO IPANEMA;26008:VALE DO IPOJUCA;26009:ALTO CAPIBARIBE;26010:MÉDIO CAPIBARIBE;26011:GARANHUNS;26012:BREJO PERNAMBUCANO;26013:MATA SETENTRIONAL PERNAMBUCANA;26014:VITÓRIA DE SANTO ANTÃO;26015:MATA MERIDIONAL PERNAMBUCANA;26016:ITAMARACÁ;26017:RECIFE;26018:SUAPE;26019:FERNANDO DE NORONHA;27001:SERRANA DO SERTÃO ALAGOANO;27002:ALAGOANA DO SERTÃO DO SÃO FRANCISCO;27003:SANTANA DO IPANEMA;27004:BATALHA;27005:PALMEIRA DOS ÍNDIOS;27006:ARAPIRACA;27007:TRAIPU;27008:SERRANA DOS QUILOMBOS;27009:MATA ALAGOANA;27010:LITORAL NORTE ALAGOANO;27011:MACEIÓ;27012:SÃO MIGUEL DOS CAMPOS;27013:PENEDO;28001:SERGIPANA DO SERTÃO DO SÃO FRANCISCO;28002:CARIRA;28003:NOSSA SENHORA DAS DORES;28004:AGRESTE DE ITABAIANA;28005:TOBIAS BARRETO;28006:AGRESTE DE LAGARTO;28007:PROPRIÁ;28008:COTINGUIBA;28009:JAPARATUBA;28010:BAIXO COTINGUIBA;28011:ARACAJU;28012:BOQUIM;28013:ESTÂNCIA;29001:BARREIRAS;29002:COTEGIPE;29003:SANTA MARIA DA VITÓRIA;29004:JUAZEIRO;29005:PAULO AFONSO;29006:BARRA;29007:BOM JESUS DA LAPA;29008:SENHOR DO BONFIM;29009:IRECÊ;29010:JACOBINA;29011:ITABERABA;29012:FEIRA DE SANTANA;29013:JEREMOABO;29014:EUCLIDES DA CUNHA;29015:RIBEIRA DO POMBAL;29016:SERRINHA;29017:ALAGOINHAS;29018:ENTRE RIOS;29019:CATU;29020:SANTO ANTÔNIO DE JESUS;29021:SALVADOR;29022:BOQUIRA;29023:SEABRA;29024:JEQUIÉ;29025:LIVRAMENTO DO BRUMADO;29026:GUANAMBI;29027:BRUMADO;29028:VITÓRIA DA CONQUISTA;29029:ITAPETINGA;29030:VALENÇA;29031:ILHÉUS-ITABUNA;29032:PORTO SEGURO;Total
8630502:Atividade médica ambulatorial com recursos para realização de exames complementares;3;62;1;0;0;0;0;21;79;16;6;2;0;6;0;2;4;0;1;11;0;1;9;222;0;0;14;2;0;7;3;3;0;24;0;0;7;0;0;0;47;1;0;0;1;1;0;0;0;0;0;600;0;10;6;0;0;3;10;3;0;38;0;0;3;0;0;50;3;22;0;0;0;0;3;1;0;0;1;5;24;0;1;4;0;0;133;1;1;1;4;1;0;3;0;0;0;0;0;0;0;4;0;0;40;0;0;1;0;197;0;5;13;18;14;56;0;2;81;8;9;17;3;66;17;15;224;524;115;0;2;0;2;0;6;34;0;0;4;0;297;7;0;4;0;8;16;2;7;2;0;0;4;254;0;2;15;0;0;5;25;0;0;15;42;11;4;233;0;5;0;30;25;5;6;35;1955;2;4;16;0;14;21;69;2;17;73;57;6253
8630503:Atividade médica ambulatorial restrita a consultas;0;477;0;0;9;0;2;54;189;34;10;9;0;5;15;10;11;3;3;15;6;15;37;468;6;7;3;5;0;23;34;38;0;24;1;12;4;19;0;0;99;4;6;4;0;0;0;2;1;0;6;1473;1;9;10;2;0;14;11;0;0;35;0;0;2;0;0;166;1;233;0;0;11;1;60;0;2;0;1;28;10;0;5;8;0;21;594;12;0;12;21;25;1;0;5;0;0;2;0;0;0;8;0;18;269;1;0;7;3;622;0;14;28;34;28;80;2;5;137;58;3;59;26;56;28;25;17;1609;55;0;0;0;561;0;24;108;0;6;2;0;497;1;11;15;3;19;42;3;44;20;1;0;0;1103;4;29;118;0;14;15;123;0;6;39;21;50;36;581;1;1;8;55;127;10;23;76;2411;14;16;127;1;55;26;205;22;46;363;161;14882
8630504:Atividade odontológica com recursos para realização de procedimentos cirúrgicos;0;588;1;0;2;1;0;32;167;36;18;9;0;3;9;2;38;1;11;43;5;24;62;432;8;1;5;1;0;34;7;10;3;38;0;11;11;23;0;0;67;3;0;1;7;2;2;1;8;0;11;1227;20;23;10;1;5;13;21;1;0;27;3;0;0;0;3;98;6;114;5;2;27;3;11;0;5;2;1;38;28;1;1;6;2;31;547;8;5;30;17;25;4;3;2;1;4;4;0;3;9;8;3;17;173;4;0;9;5;418;1;32;9;40;26;219;8;4;156;29;15;51;9;52;31;21;7;1211;73;0;0;5;7;12;16;76;0;7;6;2;448;29;4;10;0;12;30;14;32;11;1;2;4;520;7;20;148;2;17;58;39;10;15;53;31;59;14;415;1;14;14;74;105;22;31;135;2062;10;20;91;14;54;36;200;28;25;247;173;12258
8630506:Serviços de vacinação e imunização humana;0;6;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;0;0;3;0;0;5;3;2;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;36;0;0;2;0;0;0;0;0;1;2;4;233
8630507:Atividades de reprodução humana assistida;0;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29
8630599:Atividades de atenção ambulatorial não especificadas anteriormente;0;100;0;0;0;0;0;0;67;0;2;3;0;0;0;0;0;0;2;0;0;3;0;63;0;3;1;0;0;0;0;44;2;29;0;2;0;2;0;0;65;0;0;0;0;0;0;0;0;0;1;129;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;3;8;0;0;0;0;0;0;0;0;0;6;0;0;15;0;0;0;0;73;0;0;1;2;1;26;0;0;29;1;3;35;0;0;0;1;0;99;4;0;2;0;0;0;1;3;0;0;0;0;79;1;0;0;0;0;0;0;0;0;0;0;0;59;0;3;11;0;0;9;0;0;0;12;6;3;0;55;0;0;0;0;11;0;0;0;76;1;0;3;0;6;4;11;2;0;15;2;1266
8640201:Laboratórios de anatomia patológica e citológica;0;143;0;1;0;0;0;3;120;2;0;2;0;0;0;0;2;0;0;8;0;0;5;109;0;0;0;3;0;6;0;0;0;23;0;3;0;7;0;0;2;0;0;4;0;0;0;0;3;0;0;246;4;0;0;4;0;0;2;0;0;13;0;0;0;0;0;13;0;13;6;8;4;1;3;1;0;3;0;5;5;0;1;0;0;4;101;0;0;1;0;2;0;0;0;0;0;0;0;0;0;3;0;6;59;1;0;0;0;95;0;1;24;5;4;23;0;1;21;0;0;29;0;7;3;18;0;217;0;0;0;4;0;0;11;83;0;8;0;0;278;4;0;9;0;22;1;4;6;0;0;0;5;81;0;0;9;0;2;19;0;0;4;6;19;4;0;45;0;5;0;0;15;0;0;14;284;6;3;15;1;2;3;24;2;1;43;10;2455
8640202:Laboratórios clínicos;4;1232;13;10;38;16;1;51;231;75;4;1;1;26;48;8;25;14;17;16;6;35;60;651;21;17;2;5;0;54;10;13;1;46;0;3;25;33;1;0;71;3;3;18;13;4;7;1;10;2;16;1678;17;29;15;10;12;12;36;10;0;74;7;1;10;0;8;350;4;155;22;0;38;0;6;3;15;0;3;27;42;12;11;30;2;36;647;7;5;43;44;87;7;13;27;6;3;14;1;14;5;9;7;18;426;2;1;6;10;674;8;47;16;86;72;104;9;5;292;75;33;91;14;78;42;47;51;2202;60;0;4;20;23;7;32;104;0;13;35;3;416;16;26;33;5;6;130;37;45;18;15;4;8;631;28;53;124;4;40;43;63;14;37;60;85;101;46;654;17;16;40;134;78;32;53;253;2784;13;45;160;16;120;41;290;57;72;407;370;19026
8640203:Serviços de diálise e nefrologia;0;255;0;0;0;0;0;0;3;31;0;0;0;0;1;0;0;0;0;0;0;0;0;97;35;0;0;0;0;62;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;31;442;0;0;14;0;0;0;0;0;0;28;0;0;0;0;0;141;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;64;50;0;0;101;0;0;0;0;95;61;45;0;512;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;0;0;0;105;0;0;0;67;0;22;0;185;0;0;30;65;46;0;0;54;217;0;0;1;0;0;19;0;0;0;42;52;3684
8640204:Serviços de tomografia;0;64;0;0;0;0;0;0;25;2;0;0;0;0;0;0;0;0;0;2;0;0;2;64;0;0;0;0;0;0;3;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;6;0;0;9;0;0;6;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;16;0;11;0;0;0;0;0;0;0;0;0;5;0;0;193;0;0;0;0;0;0;0;15;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;1;17;0;8;0;6;0;0;13;7;712
8640205:Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;0;350;0;0;2;0;0;9;14;8;1;17;0;4;14;0;1;0;0;2;0;9;52;104;0;0;2;0;0;12;0;0;0;11;2;0;4;6;0;0;24;0;0;6;0;0;0;0;1;0;2;800;6;0;4;0;1;5;21;0;0;10;0;0;0;0;0;34;0;37;0;0;2;1;6;0;0;2;0;11;6;0;2;0;0;0;193;4;6;3;18;21;0;1;0;0;1;3;0;1;0;0;0;38;240;0;0;0;0;128;3;26;18;22;39;17;0;0;109;16;1;29;0;29;2;9;0;595;44;0;0;0;0;0;17;34;0;0;0;0;141;0;3;1;0;0;6;2;3;0;0;0;0;179;0;1;4;0;1;5;23;0;4;4;6;8;1;42;5;3;8;7;7;15;8;35;1108;4;4;11;2;32;5;116;0;1;100;94;5271
8640206:Serviços de ressonância magnética;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;55;0;3;0;1;0;0;0;0;0;0;0;2;0;4;0;0;0;4;0;0;0;0;0;0;0;5;0;0;0;0;231;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;43;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;17;0;0;27;90;0;0;0;0;4;0;18;0;0;17;2;778
8640207:Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;0;34;21;0;0;0;0;2;1;0;1;0;2;0;0;0;0;0;2;0;0;0;13;144;0;0;0;0;1;2;0;0;0;0;0;5;0;6;0;0;9;0;0;26;0;0;0;0;0;0;3;117;0;4;0;3;0;0;0;0;0;2;0;0;0;0;0;14;2;14;0;0;9;0;3;0;2;0;0;11;3;0;0;0;0;0;31;0;3;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;3;57;4;0;1;9;2;24;0;0;3;4;0;29;0;0;0;0;0;106;11;0;0;0;1;0;0;0;0;4;0;0;72;0;17;0;0;0;6;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;1;81;9;0;7;0;1;1;15;6;0;0;21;95;0;0;26;0;0;0;36;0;0;18;11;1239
8640208:Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;1;42;0;0;0;0;0;0;5;0;1;0;0;3;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;5;0;0;0;0;2;0;3;0;0;0;0;3;0;0;0;0;0;21;0;0;10;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;3;0;3;0;53;0;0;0;0;1;0;8;0;0;3;0;341
8640209:Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;3;1;0;0;2;0;0;0;0;0;0;1;0;2;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;3;9;0;0;0;0;15;0;2;0;1;3;2;0;0;13;2;0;8;0;0;5;0;0;39;2;0;0;0;0;0;0;12;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;10;0;0;0;14;0;0;0;0;0;0;4;0;1;0;0;0;0;0;4;31;0;1;0;0;2;0;9;0;0;0;6;283
8640210:Serviços de quimioterapia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;1;0;542
8640211:Serviços de radioterapia;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;196;0;0;0;0;0;13;0;0;0;0;0;0;12;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;2;0;0;0;0;0;0;0;0;376
8640212:Serviços de hemoterapia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;14;0;0;0;0;1011
8640213:Serviços de litotripsia;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
8640214:Serviços de bancos de células e tecidos humanos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
8640299:Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;0;206;0;0;0;0;0;3;189;0;0;0;0;0;0;0;35;0;0;11;0;0;4;1176;5;0;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;301;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;80;0;11;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;496;0;0;7;3;0;0;0;0;0;0;0;0;0;3;5;0;0;7;3;0;0;0;160;0;1;0;1;21;65;0;0;149;0;0;11;0;5;0;0;0;721;77;0;0;0;1;0;4;8;0;0;0;0;306;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;1;0;0;8;11;0;0;1;0;4;0;81;0;0;4;4;52;0;0;6;290;0;0;7;0;8;0;16;5;0;90;23;4890
8650001:Atividades de enfermagem;0;15;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;1;5;0;0;0;0;0;53;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;23;0;3;0;0;0;4;0;0;7;0;0;1;0;1;0;0;0;44;6;0;0;0;0;0;0;13;0;0;0;0;16;0;0;0;0;0;0;0;1;0;0;0;0;12;0;11;0;0;0;1;2;0;0;0;0;1;0;9;0;1;0;1;0;0;5;0;44;0;0;1;0;0;0;30;0;0;3;0;377
8650002:Atividades de profissionais da nutrição;0;21;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;15;0;0;0;0;0;1;1;0;0;1;19;206
8650003:Atividades de psicologia e psicanálise;0;18;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;1;0;1;0;0;2;41;1;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;7;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;27;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;34;0;0;1;0;0;9;0;0;9;2;1;0;0;1;1;1;0;67;1;0;0;0;0;0;0;0;0;0;1;0;36;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;10;0;0;3;2;0;0;2;0;1;0;9;0;0;0;2;3;0;0;2;71;0;1;7;0;1;1;14;1;2;8;10;564
8650004:Atividades de fisioterapia;0;82;0;2;0;0;2;1;16;0;1;0;0;0;8;1;15;0;0;2;0;1;9;116;1;0;2;0;0;5;0;0;0;4;0;1;2;2;1;0;38;0;0;0;0;0;0;0;1;0;0;163;0;0;1;0;0;5;2;0;0;3;0;0;0;0;0;26;0;10;0;0;1;0;0;0;0;0;0;1;4;0;1;0;0;1;132;0;1;0;5;2;0;0;0;0;0;0;0;1;0;0;0;4;30;0;0;0;0;162;0;1;1;7;9;17;0;0;38;3;2;19;0;11;2;3;0;296;5;0;0;0;0;0;1;13;0;6;0;0;142;0;0;0;0;0;2;1;3;1;0;0;0;69;2;5;11;0;0;7;10;1;0;1;4;9;4;50;0;1;7;5;13;0;8;33;360;1;0;38;0;10;5;13;11;2;71;22;2224
8650005:Atividades de terapia ocupacional;0;9;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;2;0;0;0;6;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;9;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;1;0;0;0;0;3;3;0;0;0;0;0;0;0;0;26;0;1;0;0;0;0;0;0;0;0;0;143
8650006:Atividades de fonoaudiologia;0;5;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;19;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;1;0;0;0;0;9;0;0;1;0;0;0;0;0;21;0;0;0;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;2;0;1;0;0;0;0;15;0;0;2;0;0;0;0;0;0;1;0;5;0;8;0;0;0;0;1;0;0;0;22;0;0;0;0;0;0;3;0;0;3;2;210
