Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
0220901:Extração de madeira em florestas nativas;0;9;8;9;0;0;7;2;14;0;0;184;21;8;6;76;13;208;4;0;0;0;0;3;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;587
0220902:Produção de carvão vegetal - florestas nativas;6;63;38;18;0;6;131;10;30;0;2;1;5;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;4;2;0;322
0220904:Coleta de látex em florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0;0;0;0;0;2;10;0;0;0;0;0;0;17;0;0;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0;4;0;58
0220906:Conservação de florestas nativas;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;14;99
0220999:Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
0230600:Atividades de apoio à produção florestal;0;0;1;248;0;21;1073;41;0;0;0;261;44;48;14;4;61;133;0;0;2;0;0;11;47;0;8;62;4;0;0;34;0;0;0;0;0;0;14;6;0;0;2;0;42;47;1;8;0;21;0;6;2264
0311601:Pesca de peixes em água salgada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
0311604:Atividades de apoio à pesca em água salgada;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3
0312401:Pesca de peixes em água doce;0;0;1;2;0;0;0;7;3;2;0;0;2;0;0;0;3;0;2;0;0;0;0;0;2;0;0;1;2;0;0;5;0;0;1;0;0;0;2;1;0;0;12;0;9;1;0;1;0;2;0;0;61
0312402:Pesca de crustáceos e moluscos em água doce;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
0312404:Atividades de apoio à pesca em água doce;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;6;3;1;0;0;2;0;0;2;2;0;0;0;29
0321301:Criação de peixes em água salgada e salobra;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;18
0321305:Atividades de apoio à aqüicultura em água salgada e salobra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;8
0321399:Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;7
0322101:Criação de peixes em água doce;14;0;5;48;0;96;2;0;2;31;5;1;9;0;15;0;85;4;0;0;4;0;0;1;0;58;11;162;2;7;3;26;0;2;0;5;43;9;8;11;3;0;46;0;13;5;0;5;1;2;21;14;779
0322104:Criação de peixes ornamentais em água doce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;10
0322106:Criação de jacaré;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
0322107:Atividades de apoio à aqüicultura em água doce;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;25
0322199:Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;16;2;0;1;0;0;1;0;0;0;2;24
0500301:Extração de carvão mineral;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;5;4;0;0;1;0;0;0;28
0500302:Beneficiamento de carvão mineral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8
0600001:Extração de petróleo e gás natural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
0600003:Extração e beneficiamento de areias betuminosas;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
0710301:Extração de minério de ferro;1079;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;0;0;0;65;0;0;1;0;0;0;0;0;0;12;1168
0710302:Pelotização, sinterização e outros beneficiamentos de minério de ferro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
0721902:Beneficiamento de minério de alumínio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;99
0723501:Extração de minério de manganês;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;2;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44
0724301:Extração de minério de metais preciosos;0;0;0;0;0;0;0;0;0;0;0;6;16;12;0;0;0;2;0;0;225;0;265;0;104;0;0;320;295;0;0;0;0;1145;107;0;37;7;0;0;0;0;14;0;44;0;0;0;0;0;0;5;2604
0724302:Beneficiamento de minério de metais preciosos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;71
0729403:Extração de minério de níquel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;590;0;882;0;0;0;0;0;0;0;0;0;0;0;0;0;1472
0729404:Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;0;0;4;0;592;0;0;2;0;0;0;0;0;0;0;0;0;0;793
0729405:Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;1;0;0;0;0;0;0;0;12
0810002:Extração de granito e beneficiamento associado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;30;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;54
0810003:Extração de mármore e beneficiamento associado;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
0810004:Extração de calcário e dolomita e beneficiamento associado;9;0;0;0;0;0;0;0;303;0;0;0;0;0;0;0;102;0;14;0;43;112;0;55;0;0;35;97;61;0;0;0;0;0;79;19;38;0;14;0;0;17;0;66;153;52;30;0;0;0;0;76;1375
0810006:Extração de areia, cascalho ou pedregulho e beneficiamento associado;9;34;8;86;14;27;28;5;9;26;35;16;6;21;9;7;70;20;3;18;10;12;5;15;5;3;0;102;31;0;21;31;5;1;30;8;5;4;25;25;16;15;26;4;230;17;7;89;77;34;20;66;1390
0810007:Extração de argila e beneficiamento associado;0;0;18;0;0;1;1;9;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;64
0810009:Extração de basalto e beneficiamento associado;0;0;0;70;17;0;1;0;0;26;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;151
0810099:Extração e britamento de pedras e outros materiais para construção e beneficiamento associado;0;0;0;52;17;11;24;0;8;74;42;9;16;34;11;2;3;35;0;28;21;0;1;46;0;0;0;44;0;0;35;22;9;5;2;0;0;0;0;99;0;7;326;2;216;72;0;4;0;0;29;8;1314
0891600:Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;0;18;0;2;0;0;0;0;0;0;0;0;0;0;0;0;77;0;30;0;0;0;0;70;17;0;63;21;0;4;2;0;9;0;0;0;0;0;0;0;0;0;22;0;45;2;124;0;0;734;0;0;1240
0893200:Extração de gemas (pedras preciosas e semipreciosas);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;7;0;9;0;0;39
0899101:Extração de grafita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6
0899102:Extração de quartzo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;19
0899103:Extração de amianto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245
0899199:Extração de outros minerais não-metálicos não especificados anteriormente;0;3;0;0;0;0;0;0;130;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;3;0;0;8;113;10;0;30;40;66;37;19;0;0;6;568
0910600:Atividades de apoio à extração de petróleo e gás natural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
0990401:Atividades de apoio à extração de minério de ferro;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;40
0990402:Atividades de apoio à extração de minerais metálicos não-ferrosos;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;1;26
0990403:Atividades de apoio à extração de minerais não-metálicos;0;0;0;0;0;0;31;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;0;0;3;1;0;0;7;0;0;1;0;0;2;6;0;20;35;0;0;0;0;0;73;237
1011201:Frigorífico - abate de bovinos;97;1052;346;4244;592;1078;192;2935;416;982;1513;479;892;2494;1274;891;7;860;1145;892;947;1617;1213;2747;1984;0;0;3554;145;78;0;1476;0;1938;1118;0;243;0;77;967;196;146;2915;53;1101;2150;1735;142;129;33;398;236;49719
1011202:Frigorífico - abate de eqüinos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
1011205:Matadouro - abate de reses sob contrato, exceto abate de suínos;0;0;0;0;0;0;0;3;6;0;16;12;0;13;13;0;0;0;4;11;7;0;0;0;30;0;2;0;0;0;0;0;0;4;1;0;30;0;78;3;0;49;0;0;31;39;0;36;13;2;29;0;432
1012101:Abate de aves;1;0;0;2244;0;488;0;0;0;2184;1539;0;0;9;0;0;2813;13;0;0;0;0;0;828;47;1033;0;10;0;0;0;0;1;3;0;0;0;0;0;3630;0;30;125;0;6;2012;1771;1281;2723;46;0;2291;25128
1012102:Abate de pequenos animais;3;1;1;6;0;0;3;0;0;3;1;0;0;2;0;0;0;4;0;0;0;0;0;0;3;0;0;3;11;19;0;0;0;0;0;0;17;0;0;10;0;0;3;0;0;0;0;4;5;0;0;0;99
1012103:Frigorífico - abate de suínos;0;0;1878;22;0;0;0;0;0;3411;0;1;0;0;0;0;6384;151;0;0;0;0;0;0;0;0;9;21;0;75;0;0;0;0;0;0;0;0;0;0;0;0;204;0;22;6873;0;0;26;0;0;685;19762
1012104:Matadouro - abate de suínos sob contrato;0;0;0;0;0;0;0;0;0;7;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
1013901:Fabricação de produtos de carne;0;1;2;349;0;0;0;0;1;21;81;0;7;16;0;0;20;21;0;0;63;20;0;1;0;0;0;58;5;0;5;135;0;0;0;0;109;0;7;32;0;4;861;0;37;19;0;7;290;18;187;471;2848
1013902:Preparação de subprodutos do abate;0;1;21;52;14;88;20;0;0;168;52;15;0;0;0;0;0;5;0;0;0;0;0;0;12;0;0;272;0;0;0;29;0;0;0;0;0;0;0;111;0;2;356;0;33;0;32;0;0;79;6;0;1368
1020101:Preservação de peixes, crustáceos e moluscos;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;2;0;12;0;20;0;0;0;0;0;0;0;0;0;0;0;5;14;0;0;0;0;0;0;0;23;19;100
1020102:Fabricação de conservas de peixes, crustáceos e moluscos;0;0;0;61;0;324;0;0;0;83;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;77;0;79;0;0;0;0;0;0;52;755
1031700:Fabricação de conservas de frutas;0;0;0;46;0;0;0;0;0;0;2;0;2;0;0;0;6;49;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1;12;0;0;988;0;9;0;0;3;1;2;0;4;1136
1032501:Fabricação de conservas de palmito;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;36
1032599:Fabricação de conservas de legumes e outros vegetais, exceto palmito;0;0;0;14;0;0;0;86;0;0;0;0;0;0;0;0;1;20;0;0;2;0;9;0;0;0;1;5;0;0;0;0;6;0;0;0;0;0;62;5;1;0;1717;0;227;0;0;579;0;0;0;70;2805
1033301:Fabricação de sucos concentrados de frutas, hortaliças e legumes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;0;0;37;0;3;0;0;0;0;0;0;35;242
1033302:Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;16;0;0;0;0;0;0;0;1;0;0;27;0;5;1;0;1;0;0;0;10;74
1041400:Fabricação de óleos vegetais em bruto, exceto óleo de milho;0;0;0;57;1;0;323;0;0;231;0;0;0;0;132;4;605;1;0;4;0;0;0;0;0;0;0;241;0;315;7;694;230;0;0;0;3;4;0;455;0;0;50;0;230;1948;31;263;121;27;275;0;6252
1042200:Fabricação de óleos vegetais refinados, exceto óleo de milho;0;0;0;419;0;0;0;10;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498;0;0;0;0;1;0;0;181;0;0;0;0;0;413;0;1132;0;70;0;0;2733
1043100:Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;3;0;0;137;0;0;0;0;249
1051100:Preparação do leite;0;0;2;23;0;20;0;0;0;63;34;26;23;0;0;10;0;1;0;12;10;0;7;0;14;0;7;3;1;0;11;16;0;0;0;10;34;13;81;92;18;0;33;0;11;49;27;74;52;5;15;39;836
1052000:Fabricação de laticínios;0;6;34;91;19;102;8;219;0;43;144;107;39;318;39;47;29;6;2;83;152;0;114;6;526;85;0;40;73;4;6;125;0;23;31;258;76;5;315;196;18;110;2581;1;41;424;86;703;285;1156;83;33;8892
1053800:Fabricação de sorvetes e outros gelados comestíveis;12;14;12;112;22;6;33;5;3;48;4;11;31;9;7;3;18;23;0;7;7;22;6;24;2;0;0;138;12;1;0;18;0;0;2;2;7;0;302;56;14;0;971;0;23;31;15;47;16;1;13;237;2347
1061901:Beneficiamento de arroz;0;1;2;4;0;29;0;0;1;59;9;0;20;20;13;9;79;198;26;7;27;7;0;74;1;0;0;202;3;8;0;62;0;7;2;0;0;0;13;190;1;15;1089;0;0;1;0;39;14;46;0;43;2321
1061902:Fabricação de produtos do arroz;0;0;0;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;18
1062700:Moagem de trigo e fabricação de derivados;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;77;0;0;160;0;0;72;0;1;0;0;0;107;463
1063500:Fabricação de farinha de mandioca e derivados;0;0;0;8;0;5;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;0;0;0;8;0;0;1;4;0;9;64;0;0;0;0;11;0;0;0;0;127
1064300:Fabricação de farinha de milho e derivados, exceto óleos de milho;0;0;0;6;0;0;0;0;0;8;0;0;0;0;101;0;0;1;0;1;0;0;0;16;0;0;0;0;0;8;0;0;0;0;0;0;0;0;12;361;0;0;88;0;9;21;0;7;35;0;0;104;778
1065101:Fabricação de amidos e féculas de vegetais;0;0;0;0;0;0;0;91;0;27;458;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;56;0;5;250;75;7;1;0;0;1;982
1066000:Fabricação de alimentos para animais;10;0;76;585;69;46;29;41;155;484;150;41;43;140;36;9;89;90;0;19;62;27;89;119;58;40;0;738;5;205;0;577;4;30;33;22;63;0;136;880;14;30;741;0;124;249;202;273;148;48;20;640;7689
1069400:Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;0;0;4;34;0;0;0;0;0;57;54;0;0;8;26;2;134;163;0;4;66;40;0;90;0;8;0;29;5;50;4;13;10;0;0;0;0;0;0;5;29;25;96;0;9;0;0;101;7;0;0;100;1173
1071600:Fabricação de açúcar em bruto;0;0;0;0;0;0;0;0;0;4121;5345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;641;0;0;0;0;0;0;2135;8;0;0;8;0;16;709;0;3522;0;0;2469;0;18978
1072401:Fabricação de açúcar de cana refinado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;11
1081301:Beneficiamento de café;0;0;0;0;0;0;0;0;3;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
1081302:Torrefação e moagem de café;7;11;0;37;19;50;0;0;0;17;17;10;5;6;0;4;0;21;0;0;9;10;2;25;25;0;0;130;4;2;0;5;1;0;1;0;61;0;108;417;10;13;47;0;14;23;10;23;12;10;28;514;1708
1082100:Fabricação de produtos à base de café;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;1;0;0;0;0;78
1091101:Fabricação de produtos de panificação industrial;0;2;10;330;0;6;67;12;4;1;11;0;7;1;0;0;0;4;0;21;14;0;4;1;1;0;0;1025;0;7;0;104;0;0;1;0;3;0;27;237;0;1;1065;2;65;101;0;46;3;21;3;556;3763
1091102:Fabricação de produtos de padaria e confeitaria com predominância de produção própria;20;34;8;373;17;4;5;9;21;124;36;8;32;9;41;5;52;38;0;8;22;17;4;7;10;4;0;111;12;23;11;86;0;9;5;11;22;0;57;465;2;42;1808;16;140;117;16;125;67;62;11;661;4787
1092900:Fabricação de biscoitos e bolachas;0;0;0;6;0;0;498;0;0;487;6;0;0;15;0;0;1;2;0;0;0;0;0;3;3;0;8;62;0;0;0;2;0;0;0;0;0;3;14;136;0;0;1992;0;40;20;72;24;0;7;0;311;3712
1093701:Fabricação de produtos derivados do cacau e de chocolates;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;4;0;0;102;0;2;0;0;0;0;0;0;33;187
1093702:Fabricação de frutas cristalizadas, balas e semelhantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;18;0;0;23;0;17;0;0;0;0;0;0;17;83
1094500:Fabricação de massas alimentícias;25;0;13;66;1;3;17;0;7;25;0;0;0;0;0;2;1;10;0;0;3;0;0;1;3;0;0;44;0;0;0;8;0;0;0;0;1;0;0;27;0;3;782;0;27;4;2;23;1;0;3;531;1633
1095300:Fabricação de especiarias, molhos, temperos e condimentos;0;0;0;8;0;0;0;0;0;13;0;0;0;4;0;0;6;18;0;0;0;0;0;13;0;2;0;19;38;0;0;9;0;0;3;0;13;0;3;266;0;0;1044;1;635;1;0;13;0;115;0;18;2242
1096100:Fabricação de alimentos e pratos prontos;1;0;0;53;3;0;0;0;0;1;17;0;0;1;4;5;4;24;0;0;0;0;5;13;2;0;0;28;5;0;0;13;0;0;0;0;1;0;0;56;1;7;343;0;8;1;6;1;12;6;0;165;786
1099601:Fabricação de vinagres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
1099602:Fabricação de pós alimentícios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;13;0;263;0;0;0;0;0;0;0;0;0;64;351
1099604:Fabricação de gelo comum;0;0;3;29;0;0;6;3;1;4;0;6;0;1;11;0;25;5;0;1;0;3;0;19;0;0;0;61;9;7;0;19;0;0;1;0;3;2;2;20;0;0;112;0;10;12;0;6;0;4;0;97;482
1099605:Fabricação de produtos para infusão (chá, mate, etc.);0;0;0;1;0;0;0;0;0;23;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;45
1099606:Fabricação de adoçantes naturais e artificiais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262;0;0;0;0;0;0;0;0;0;262
1099607:Fabricação de alimentos dietéticos e complementos alimentares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1099699:Fabricação de outros produtos alimentícios não especificados anteriormente;0;0;3;42;2;3;0;2;0;151;0;1;5;0;246;0;20;3;0;4;0;6;1;0;2;0;0;304;0;10;0;89;0;0;2;0;0;0;0;479;0;55;1497;0;1065;198;187;421;25;0;5;1099;5927
1111901:Fabricação de aguardente de cana-de-açúcar;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;81;0;0;0;0;11;3;0;6;0;0;2;1;109
1111902:Fabricação de outras aguardentes e bebidas destiladas;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;4;0;0;0;0;0;0;0;0;0;86;0;0;1;0;1;0;0;0;0;0;0;0;122
